count,url,status,resolves
4,https://devblogs.microsoft.com/dotnet/system-text-json-in-dotnet-6/,404,False
3,https://docs.spring.io/spring-framework/reference/native-image.html,404,False
3,https://adoptium.net/,200,True
3,https://github.com/spring-projects-experimental/spring-native,200,True
3,https://docs.spring.io/spring-boot/docs/current/reference/htmlsingle/#native-image,200,True
3,https://www.graalvm.org/blog/,404,False
3,https://www.graalvm.org/latest/reference-manual/native-image/metadata/,200,True
3,https://www.graalvm.org/,200,True
3,https://www.baeldung.com/graalvm-native-image-performance,404,False
3,https://docs.microsoft.com/en-us/dotnet/standard/serialization/system-text-json-performance-comparison,404,False
3,https://learn.microsoft.com/en-us/dotnet/core/whats-new/dotnet-7/#performance-improvements,200,True
3,https://github.com/dotnet/benchmarks,404,False
3,https://github.com/dotnet/runtime/tree/main/src/libraries/System.Text.Json/perf,404,False
3,https://github.com/benchmarkdotnet/benchmarkdotnet,404,False
3,https://github.com/dotnet/corefx/tree/main/src/System.Text.Json/tests/Benchmarks,404,False
3,https://devblogs.microsoft.com/dotnet/performance-improvements-in-net-7/,404,False
3,https://learn.microsoft.com/en-us/dotnet/standard/serialization/system-text-json/compare-system-text-json-newtonsoft-json,404,False
3,https://learn.microsoft.com/en-us/dotnet/standard/serialization/system-text-json/performance-characteristics,404,False
3,https://benchmarkswiki.azurewebsites.net/,ConnectionError,False
2,https://github.com/graalvm/graalvm-ce-builds,200,True
2,https://spring.io/guides/gs/spring-boot-native/,404,False
2,https://spring.io/blog,200,True
2,https://spring.io/projects/spring-native,404,False
2,https://www.baeldung.com/spring-boot-native-image,404,False
2,https://www.graalvm.org/latest/reference-manual/native-image/Compatibility/,404,False
2,https://github.com/wg/wrk,200,True
2,https://k6.io/,200,True
2,https://www.graalvm.org/latest/reference-manual/native-image/Performance/,404,False
2,https://docs.oracle.com/en/java/javase/17/tools/jcmd.html,200,True
2,https://docs.spring.io/spring-boot/docs/current/reference/htmlsingle/#appendix.native-compatible-libraries,200,True
2,https://spring.io/blog/2020/09/21/native-compilation-for-spring-boot-and-spring-framework,404,False
2,https://aws.amazon.com/blogs/compute/spring-native-graalvm/,404,False
2,https://www.lightbend.com/blog/native-images-with-graalvm-a-deep-dive,404,False
2,https://github.com/spring-projects/spring-boot/tree/main/spring-boot-project/spring-boot-tools/spring-boot-native-tests,404,False
2,https://blogs.oracle.com/javamagazine/post/native-images-for-spring,403,False
2,https://spring.io/blog/2020/09/17/native-image-and-spring-boot,404,False
2,https://www.baeldung.com/graalvm-native-image,404,False
2,https://www.baeldung.com/graalvm-native-image-spring-boot,404,False
2,https://developers.redhat.com/blog/2021/07/01/performance-of-graalvm-native-images-for-java-applications,403,False
2,https://docs.spring.io/spring-boot/docs/current/reference/htmlsingle/#native,200,True
2,https://docs.aws.amazon.com/serverless-application-model/latest/developerguide/serverless-sam-cli-using-local-testing.html,200,True
2,https://quarkus.io/guides/performance-guide,404,False
2,https://spring.io/blog/2021/09/02/a-first-look-at-spring-boot-3-0-native-image-support,404,False
2,https://github.com/chewiee/spring-boot-graalvm-native-benchmark,404,False
2,https://www.infoq.com/articles/graalvm-native-image-performance/,404,False
2,https://www.graalvm.org/latest/reference-manual/native-image/LibrarySupportForNativeImage/,404,False
2,http://localhost:8080/actuator/health,ConnectionError,False
2,https://spring.io/blog/2022/11/14/spring-boot-3-0-and-graalvm-native-image,404,False
2,https://docs.spring.io/spring-native/reference/current/guides/benchmarking.html,404,False
2,https://github.com/dotnet/samples/tree/main/csharp/System.Text.Json,404,False
2,https://blog.jetbrains.com/dotnet/2020/06/10/performance-of-system-text-json/,404,False
2,https://devblogs.microsoft.com/dotnet/improving-system-text-json-performance-in-net-6/,404,False
2,https://github.com/MiloszKrajewski/json-benchmark,404,False
2,https://devblogs.microsoft.com/dotnet/system-text-json-updates-in-net-7/,404,False
2,https://github.com/dotnet/runtime/blob/main/docs/project/Performance-Improvements.md,404,False
2,https://github.com/dotnet/runtime/tree/main/benchmarks/micro/System.Text.Json,404,False
2,https://github.com/nblumhardt/json-benchmark,404,False
2,https://devblogs.microsoft.com/dotnet/try-the-new-system-text-json-apis/,200,True
2,https://learn.microsoft.com/en-us/dotnet/core/whats-new/dotnet-7/,200,True
2,https://github.com/xerces/json_benchmark_suite,404,False
2,https://github.com/dotnet/corefx,200,True
2,https://github.com/dotnet/runtime/tree/main/benchmarks,404,False
2,https://github.com/RehanSaeed/BenchmarkDotNet.Samples,404,False
2,https://github.com/neuecc/MessagePack-CSharp/blob/master/docs/json_benchmark.md,404,False
2,https://github.com/realsuhas/json-benchmark,404,False
2,https://www.nuget.org/packages/Microsoft.AspNetCore.Mvc.NewtonsoftJson,404,False
2,https://github.com/dotnet/runtime/issues/39652,200,True
2,https://stackoverflow.com/a/58679350,403,False
